FIRSTNAME | LASTNAME | TITLE | YEAR | TYPE | POSITION | GENDER
Joss | Ackland | When We Are Married  | 1987 | TV | 8 | M
Joss | Ackland | White Mischief  | 1987 | M | 3 | M
Joss | Ackland | Who Is Killing the Great Chefs of Europe?  | 1978 | M | 14 | M
Joss | Ackland | Widower, The  | 1966 | TV |  | M
Joss | Ackland | You Talk Too Much  | 1976 | TV |  | M
Joss | Ackland | Zed & Two Noughts, A  | 1985 | M | 5 | M
Joss | Ackland | "Ascent of Man, The"  | 1973 | voice |  | M
Joss | Ackland | "Ashenden"  | 1991 | mini |  | M
Joss | Ackland | "Bad Lads' Army"  | 2004 | M |  | M
Joss | Ackland | "Bekenntnisse des Hochstaplers Felix Krull"  | 1982 | mini |  | M
Joss | Ackland | "Canterbury Tales"  | 1969 | M |  | M
Joss | Ackland | "Crezz, The"  | 1977 | M |  | M
Joss | Ackland | "David Copperfield"  | 1966 | M |  | M
Joss | Ackland | "Figlio di Sandokan, Il"  | 1998 | mini | 6 | M
Joss | Ackland | "Further Adventures of the Three Musketeers, The"  | 1967 | M |  | M
Joss | Ackland | "Heat of the Sun"  | 1999 | mini |  | M
Joss | Ackland | "Indian Tales of Rudyard Kipling, The"  | 1963 | M |  | M
Joss | Ackland | "Killing On the Exchange, A"  | 1987 | mini | 4 | M
Joss | Ackland | "Man Who Lived at the Ritz, The"  | 1988 | mini |  | M
Joss | Ackland | "Question of Guilt, A"  | 1980 | M |  | M
Joss | Ackland | "Quiet Conspiracy, A"  | 1989 | mini | 1 | M
Joss | Ackland | "Shroud for a Nightingale"  | 1984 | mini | 3 | M
Joss | Ackland | "Six Faces"  | 1972 | M |  | M
Joss | Ackland | "Testament: The Bible in Animation"  | 1996 | voice |  | M
Joss | Ackland | "Thicker Than Water"  | 1981 | M | 1 | M
Joss | Ackland | "Tinker, Tailor, Soldier, Spy"  | 1979 | mini | 13 | M
Joss | Ackland | "Woman Named Jackie, A"  | 1991 | mini |  | M
Joss | Ackland | "Z Cars"  | 1962 | M | 28 | M
Oliver | Ackland | Cable  | 2005 | TV |  | M
Oliver | Ackland | "Home and Away"  | 1988 | M |  | M
Oliver | Ackland | "Jessica"  | 2004 | mini |  | M
Oliver | Ackland | "Outriders"  | 2001 | M | 4 | M
Oliver | Ackland | "Pirate Islands"  | 2002 | M | 4 | M
Ray | Ackland | Alamo, The  | 1960 | M |  | M
Rodney | Ackland | Alibi  | 1942 | M | 9 | M
Rodney | Ackland | Case of Gabriel Perry, The  | 1935 | M |  | M
Rodney | Ackland | Skin Game, The  | 1931 | M |  | M
Joseph | Ackler | 3 Ninjas: High Noon at Mega Mountain  | 1998 | M | 2 | M
Joseph | Ackler | Undressed: The Casting Couch  | 2001 | TV | 7 | M
Joseph | Ackler | "Undressed"  | 1999 | M | 239 | M
Alan | Ackles | Challenger  | 1990 | TV | 15 | M
Alan | Ackles | Fatal Deception: Mrs. Lee Harvey Oswald  | 1993 | TV | 14 | M
Alan | Ackles | Guilty of Innocence: The Lenell Geter Story  | 1987 | TV | 10 | M
Alan | Ackles | Hexed  | 1993 | M | 33 | M
Alan | Ackles | Right to Kill?  | 1985 | TV |  | M
Alan | Ackles | Ruby  | 1992 | M | 40 | M
Alan | Ackles | Serving Sara  | 2002 | scene | 11 | M
Alan | Ackles | Steele's Law  | 1991 | M | 1 | M
Alan | Ackles | Without Warning: The James Brady Story  | 1991 | TV | 11 | M
David | Ackles | Blood Bath  | 1966 | M | 9 | M
David | Ackles | My Dog Rusty  | 1948 | M | 13 | M
David | Ackles | Return of Rusty, The  | 1946 | M | 9 | M
David | Ackles | Rusty Leads the Way  | 1948 | M | 14 | M
David | Ackles | Rusty Saves a Life  | 1949 | M | 9 | M
David | Ackles | Rusty's Birthday  | 1949 | M |  | M
David | Ackles | Son of Rusty  | 1947 | M | 11 | M
Dean | Ackles | Firecracker  | 2004 | M | 17 | M
Jensen | Ackles | 25th Annual Daytime Emmy Awards, The  | 1998 | TV |  | M
Jensen | Ackles | 26th Annual Daytime Emmy Awards, The  | 1999 | TV |  | M
Jensen | Ackles | 27th Annual Daytime Emmy Awards, The  | 2000 | TV |  | M
Jensen | Ackles | Devour  | 2005 | M |  | M
Jensen | Ackles | Plight of Clownana, The  | 2004 | M |  | M
Jensen | Ackles | "Blonde"  | 2001 | mini | 10 | M
Jensen | Ackles | "Dark Angel"  | 2000 | M | 9 | M
Jensen | Ackles | "Days of Our Lives"  | 1965 | M |  | M
Jensen | Ackles | "Mr. Rhodes"  | 1996 | M |  | M
Jensen | Ackles | "Smallville"  | 2001 | M | 7 | M
Jensen | Ackles | "Still Life"  | 2004 | M |  | M
Ken | Ackles | Bodyhold  | 1949 | M |  | M
Ken | Ackles | Death Wish  | 1974 | M |  | M
Ken | Ackles | Li'l Abner  | 1959 | M |  | M
Jonathan | Ackley | Loadstar: The Legend of Tully Bodine  | 1994 | VG |  | M
Andrew | Ackman | Bad As I Wanna Be: The Dennis Rodman Story  | 1998 | TV |  | M
Cole | Ackman | To Cross the Rubicon  | 1991 | M | 22 | M
Felix | Ackman | Dark Town  | 2004 | V |  | M
Bill | Ackridge | Enforcer, The  | 1976/I | M | 15 | M
Bill | Ackridge | Hard Traveling  | 1985 | M |  | M
Bill | Ackridge | Heroes  | 1977 | a | 25 | M
Bill | Ackridge | Little Miss Marker  | 1980 | M |  | M
Bill | Ackridge | Noise  | 2002 | M |  | M
Bill | Ackridge | Northern Lights  | 1978 | M |  | M
Bill | Ackridge | P.K. and the Kid  | 1987 | M | 22 | M
Bill | Ackridge | Signal Seven  | 1986 | M | 1 | M
Bill | Ackridge | View to a Kill, A  | 1985 | M | 30 | M
Bill | Ackridge | Voyage of the Heart  | 1991 | M | 1 | M
David | Ackridge | Grey Fox, The  | 1982 | M | 32 | M
David | Ackridge | Out of the Blue  | 1980 | M | 13 | M
James | Ackrin | Haine de la fille, La  | 1996 | M | 4 | M
Anthony | Ackroyd | Kadaicha  | 1988 | M | 19 | M
Anthony | Ackroyd | Mad Bomber in Love  | 1992 | M | 7 | M
Anthony | Ackroyd | Reckless Kelly  | 1993 | M | 9 | M
Anthony | Ackroyd | WillFull  | 2001 | M | 17 | M
Anthony | Ackroyd | "Good News Week"  | 1996 | M | 4 | M
Anthony | Ackroyd | "Magic Mountain"  | 1997 | voice |  | M
Anthony | Ackroyd | "Return to Jupiter"  | 1997 | voice | 13 | M
Anthony | Ackroyd | "Smallest Room in the House"  | 1997 | M |  | M
Anthony | Ackroyd | "Tuesday Night Live: The Big Gig"  | 1989 | M | 9 | M
David | Ackroyd | Against the Wall  | 1994 | TV | 12 | M
David | Ackroyd | And I Alone Survived  | 1978 | TV | 2 | M
David | Ackroyd | Breaking the Silence  | 1992 | TV | 8 | M
David | Ackroyd | Children of Times Square, The  | 1986 | TV | 3 | M
David | Ackroyd | Cocaine: One Man's Seduction  | 1983 | TV | 5 | M
David | Ackroyd | Dead On  | 1993 | M | 3 | M
David | Ackroyd | Deadly Lessons  | 1983 | TV | 3 | M
David | Ackroyd | Exo-Man  | 1977 | TV | 1 | M
David | Ackroyd | Fear Inside, The  | 1992 | TV | 4 | M
David | Ackroyd | Gun in the House, A  | 1981 | TV |  | M
David | Ackroyd | Hell Hath No Fury  | 1991 | TV |  | M
David | Ackroyd | History's Mysteries: Amityville - The Haunting  | 2000 | TV |  | M
David | Ackroyd | History's Mysteries: Cults  | 2000 | TV |  | M
David | Ackroyd | History's Mysteries: The Inquisition  | 1999 | TV |  | M
David | Ackroyd | I Come in Peace  | 1990 | M | 8 | M
David | Ackroyd | Love, Cheat & Steal  | 1993 | TV | 6 | M
David | Ackroyd | Memories of Me  | 1988 | M | 5 | M
David | Ackroyd | Men of Crisis: The Harvey Wallinger Story  | 1971 | TV |  | M
David | Ackroyd | Mind Over Murder  | 1979 | TV | 2 | M
David | Ackroyd | Mountain Men, The  | 1980 | M | 7 | M
David | Ackroyd | Mysteries of Amelia Earhart, The  | 1998 | TV | 1 | M
David | Ackroyd | No Strings Attached  | 1997 | M | 5 | M
David | Ackroyd | Picking Up the Pieces  | 1985 | TV | 2 | M
David | Ackroyd | Poor Little Rich Girl: The Barbara Hutton Story  | 1987 | TV | 16 | M
David | Ackroyd | Prison Life  | 2000 | M | 8 | M
David | Ackroyd | Raven  | 1997 | M | 4 | M
David | Ackroyd | Sky's No Limit, The  | 1984 | TV | 4 | M
David | Ackroyd | Smoky Mountain Christmas, A  | 1986 | TV |  | M
David | Ackroyd | Sound of Murder, The  | 1982 | M | 5 | M
David | Ackroyd | Stark: Mirror Image  | 1986 | TV | 6 | M
David | Ackroyd | Stop at Nothing  | 1991 | TV | 3 | M
David | Ackroyd | Tales from the Hollywood Hills: Natica Jackson  | 1987 | TV | 6 | M
David | Ackroyd | Tom and Joann  | 1978 | TV |  | M
David | Ackroyd | When Your Lover Leaves  | 1983 | TV | 3 | M
David | Ackroyd | Windmills of the Gods  | 1988 | TV |  | M
David | Ackroyd | Wrestling with God  | 1990 | M |  | M
David | Ackroyd | "After MASH"  | 1983 | M |  | M
David | Ackroyd | "Another World"  | 1964 | M | 2 | M
David | Ackroyd | "Dallas"  | 1978 | M |  | M
David | Ackroyd | "Dark Secret of Harvest Home, The"  | 1978 | mini | 2 | M
David | Ackroyd | "Little Women"  | 1979 | M |  | M
David | Ackroyd | "Nutcracker: Money, Madness & Murder"  | 1987 | mini | 9 | M
David | Ackroyd | "Peaceable Kingdom"  | 1989 | M |  | M
David | Ackroyd | "Real Adventures of Jonny Quest, The"  | 1996 | voice |  | M
David | Ackroyd | "Round Table, The"  | 1992 | M |  | M
David | Ackroyd | "Secret Storm, The"  | 1954 | M |  | M
David | Ackroyd | "Studio 5-B"  | 1989 | M |  | M
David | Ackroyd | "Wildfire"  | 1986 | voice |  | M
David | Ackroyd | "Women in White"  | 1979 | mini | 5 | M
David | Ackroyd | "Word, The"  | 1978 | mini | 14 | M
David | Ackroyd | "Yeagers, The"  | 1980 | M |  | M
Jack (I) | Ackroyd | Backyard, The  | 1920/I | M | 3 | M
Jack (I) | Ackroyd | Better 'Ole, The  | 1926 | M | 3 | M
Jack (I) | Ackroyd | Big Red Riding Hood  | 1925 | M |  | M
Jack (I) | Ackroyd | Brothers Under the Chin  | 1924 | M |  | M
Jack (I) | Ackroyd | Collars and Cuffs  | 1923 | M | 5 | M
Jack (I) | Ackroyd | Convoy  | 1927 | M | 10 | M
Jack (I) | Ackroyd | Cruise of the Jasper B, The  | 1926 | M | 4 | M
Jack (I) | Ackroyd | Dancing Dynamite  | 1931 | M | 7 | M
Jack (I) | Ackroyd | Dawn Patrol, The  | 1930 | M |  | M
Jack (I) | Ackroyd | Desired Woman, The  | 1927 | M | 5 | M
Jack (I) | Ackroyd | Don't Tell Dad  | 1925 | M | 5 | M
Jack (I) | Ackroyd | Frozen Justice  | 1929 | M | 20 | M
Jack (I) | Ackroyd | Good Cheer  | 1926 | M |  | M
Jack (I) | Ackroyd | Hearts and Flowers  | 1919 | M | 5 | M
Jack (I) | Ackroyd | High Hat  | 1927 | M | 5 | M
Jack (I) | Ackroyd | Isle of Escape  | 1930 | M | 6 | M
Jack (I) | Ackroyd | Isle of Lost Ships, The  | 1929 | M | 10 | M
Jack (I) | Ackroyd | Lion and the Mouse, The  | 1928 | M | 6 | M
Jack (I) | Ackroyd | Merry Widower, The  | 1926 | M | 5 | M
Jack (I) | Ackroyd | Mother's Joy  | 1923 | M | 5 | M
Jack (I) | Ackroyd | Near Dublin  | 1924 | M |  | M
Jack (I) | Ackroyd | Postage Due  | 1924 | M | 8 | M
Jack (I) | Ackroyd | Rupert of Hee Haw  | 1924 | M |  | M
Jack (I) | Ackroyd | Short Orders  | 1923 | M | 4 | M
Jack (I) | Ackroyd | Slippery Feet  | 1925 | M |  | M
Jack (I) | Ackroyd | Smith's Baby  | 1926 | M |  | M
Jack (I) | Ackroyd | Smithy  | 1924 | M |  | M
Jack (I) | Ackroyd | Soilers, The  | 1923 | M | 8 | M
Jack (I) | Ackroyd | Truthful Liar, A  | 1924 | M | 3 | M
Jack (I) | Ackroyd | Whole Truth, The  | 1923 | M | 5 | M
Jack (I) | Ackroyd | Wide Open Spaces  | 1924 | M |  | M
Jack (I) | Ackroyd | Zeb vs. Paprika  | 1924 | M |  | M
Jack (II) | Ackroyd | Betrayed  | 1988 | M |  | M
Jack (II) | Ackroyd | Chautauqua Girl  | 1983 | M | 21 | M
Jack (II) | Ackroyd | Children of Fortune  | 2000 | TV | 18 | M
Jack (II) | Ackroyd | Children of the Dust  | 1995 | TV | 25 | M
Jack (II) | Ackroyd | Grey Fox, The  | 1982 | M | 23 | M
Jack (II) | Ackroyd | Harry Tracy, Desperado  | 1982 | M | 12 | M
Jack (II) | Ackroyd | High Country, The  | 1981 | M | 11 | M
Jack (II) | Ackroyd | Investigation, The  | 2002 | TV | 23 | M
Jack (II) | Ackroyd | Journey of Natty Gann, The  | 1985 | M | 26 | M
Jack (II) | Ackroyd | Killer Image  | 1992 | M | 10 | M
Jack (II) | Ackroyd | Lady Forgets, The  | 1989 | TV | 12 | M
Jack (II) | Ackroyd | Running Brave  | 1983 | M | 26 | M
Jack (II) | Ackroyd | Sheldon Kennedy Story, The  | 1999 | TV | 9 | M
Jack (II) | Ackroyd | We're No Angels  | 1989 | M | 28 | M
Jack (II) | Ackroyd | Wild Pony, The  | 1983 | M |  | M
Jack (III) | Ackroyd | HeartBeat: Changing Places  | 1998 | V | 5 | M
Peter | Ackroyd | Java Junkie  | 1979 | M |  | M
Peter | Ackroyd | London  | 2004 | TV |  | M
Peter | Ackroyd | "Dickens"  | 2002 | mini | 1 | M
Timothy | Ackroyd | Bullseye!  | 1990 | M | 60 | M
Timothy | Ackroyd | Crossing to Freedom  | 1990 | TV | 29 | M
Timothy | Ackroyd | Jeffrey Bernard Is Unwell  | 1999 | TV |  | M
Timothy | Ackroyd | Lost in Africa  | 1994 | M | 3 | M
Timothy | Ackroyd | Royal Scandal, A  | 1996 | TV |  | M
Thilo | Acksel | Einfach nur Liebe  | 1994 | M | 12 | M
Thilo | Acksel | Tatort - Unversöhnlich  | 1992 | TV |  | M
O.J. | Ackson | Silent Night, Deadly Night Part 2  | 1987 | M | 30 | M
E.N. | Ackter | Terminal Rush  | 1995 | M | 19 | M
Lance | Acktiv | When Nature Calls  | 1985 | M |  | M
Gerhard | Acktun | Brot des Bäckers, Das  | 1976 | M | 7 | M
Gerhard | Acktun | Dormire  | 1985 | M | 7 | M
Gerhard | Acktun | Frau ohne Körper und der Projektionist, Die  | 1984 | M | 9 | M
Gerhard | Acktun | Im Vorhof der Wahrheit  | 1974 | TV |  | M
Gerhard | Acktun | Immer Ärger mit den Paukern  | 1968 | M | 11 | M
Gerhard | Acktun | Mädchen, die nach München kommen  | 1972 | M |  | M
Gerhard | Acktun | Räuber Hotzenplotz, Der  | 1974 | a | 3 | M
Gerhard | Acktun | Tatort - Starkbier  | 1999 | TV |  | M
Gerhard | Acktun | Unfried, Der  | 1986 | TV | 4 | M
Gerhard | Acktun | Unser Doktor ist der Beste  | 1969 | M | 8 | M
Gerhard | Acktun | Wohltäter, Der  | 1975 | TV | 3 | M
Gerhard | Acktun | "Am liebsten Marlene"  | 1998 | M |  | M
Gerhard | Acktun | "Comte de Monte-Cristo, Le"  | 1980 | mini |  | M
Gerhard | Acktun | "Forsthaus Falkenau"  | 1989 | M |  | M
Gerhard | Acktun | "Rumplhanni, Die"  | 1981 | mini |  | M
Gerhard | Acktun | "Schloß am Wörthersee, Ein"  | 1990 | M |  | M
Wakefield | Ackuaku | Deadly Voyage  | 1996 | TV |  | M
Wolf | Ackva | Alarm auf Station III  | 1939 | M | 20 | M
Wolf | Ackva | Anita Drogemöller und die Ruhe an der Ruhr  | 1976 | M | 14 | M
Wolf | Ackva | Banditen der Autobahn  | 1955 | M |  | M
Wolf | Ackva | Baranski  | 1979 | M |  | M
Wolf | Ackva | Claus Graf Stauffenberg  | 1968 | TV |  | M
Wolf | Ackva | Dame mit dem Spitzentuch, Die  | 1964 | TV |  | M
Wolf | Ackva | Don Juan oder Die Liebe zur Geometrie  | 1964 | TV |  | M
Wolf | Ackva | Face of Fu Manchu, The  | 1965 | voice |  | M
Wolf | Ackva | Fledermaus, Die  | 1959 | TV | 6 | M
Wolf | Ackva | Glückskinder  | 1936 | M |  | M
Wolf | Ackva | Grünen Teufel von Monte Cassino, Die  | 1958 | M | 18 | M
Wolf | Ackva | Hanna Amon  | 1951 | M |  | M
Wolf | Ackva | Hausfrauen-Report 1: Unglaublich, aber wahr  | 1971 | M |  | M
Wolf | Ackva | Hund von Baskerville, Der  | 1955 | TV | 10 | M
Wolf | Ackva | Hurra, ich bin Papa!  | 1939 | M | 11 | M
Wolf | Ackva | Irrtum des Herzens  | 1939 | a | 14 | M
Wolf | Ackva | Junges Herz voll Liebe  | 1953 | M |  | M
Wolf | Ackva | Keiner ist wie der andere  | 1959 | TV |  | M
Wolf | Ackva | Kommissar X jagt die roten Tiger  | 1971 | voice |  | M
Wolf | Ackva | Kriminalmuseum - Der stumme Kronzeuge  | 1964 | TV |  | M
Wolf | Ackva | Ludwig 1881  | 1993 | M |  | M
Wolf | Ackva | Malizie di Venere, Le  | 1969 | M | 7 | M
Wolf | Ackva | Manchmal spielt der Himmel mit  | 1964 | TV |  | M
Wolf | Ackva | Nachts auf den Straßen  | 1952 | M | 7 | M
Wolf | Ackva | Nebeneinander  | 1964 | TV |  | M
Wolf | Ackva | Paragraph 218 - Wir haben abgetrieben, Herr Staatsanwalt  | 1971 | M | 20 | M
Wolf | Ackva | Peter Pan  | 1962 | TV |  | M
Wolf | Ackva | Porträt eines Helden  | 1966 | TV | 12 | M
Wolf | Ackva | Protokoll eines Verdachts  | 1978 | TV | 5 | M
Wolf | Ackva | Rigoletto hat keine Pause oder Der lästige Ungar  | 1981 | TV |  | M
Wolf | Ackva | Rommel ruft Kairo  | 1959 | M | 8 | M
Wolf | Ackva | Schulmädchen-Report 8: Was Eltern nie erfahren dürfen  | 1974 | M |  | M
Wolf | Ackva | Schöne Tölzerin, Die  | 1952 | M | 6 | M
Wolf | Ackva | Taiga  | 1958 | M |  | M
Wolf | Ackva | Traum des Eroberers, Der  | 1964 | TV |  | M
Wolf | Ackva | Und nicht mehr Jessica  | 1964 | TV |  | M
Wolf | Ackva | Vorsätzlich  | 1961 | TV |  | M
Wolf | Ackva | Wenn du bei mir bist  | 1970 | voice |  | M
Wolf | Ackva | "Comte de Monte-Cristo, Le"  | 1980 | mini |  | M
Wolf | Ackva | "Gestatten, mein Name ist Cox"  | 1961 | M | 7 | M
Wolf | Ackva | "Seltsamen Methoden des Franz Josef Wanninger, Die"  | 1965 | M | 4 | M
Mauricio | Acle | This Is Not a Film  | 2001 | M | 2 | M
Fadh | Acloque | Maison d'Alexina, La  | 1999 | TV |  | M
Damien | Acoca | Boomer  | 2001 | M | 13 | M
Damien | Acoca | Sécurité rapprochée  | 1998 | M |  | M
Kauwela | Acocella | Man from Left Field, The  | 1993 | TV | 3 | M
Paul | Acocella | Big Apple  | 2001/II | M |  | M
Paul | Acocella | Snow Days  | 1999 | M |  | M
Bimbo | Acock | Essential Mike Oldfield, The  | 1980 | V |  | M
Kerry | Acock | Ninja Mission, The  | 1984 | M | 28 | M
Coy | Acoks | TeenAlien  | 1978 | voice | 49 | M
Reed Derwin | Acol | When Time Ran Out...  | 1980 | M | 23 | M
Giovanni | Acolati | Giovanna d'Arco al rogo  | 1954 | voice | 12 | M
Sims | Acolatse | Une femme d'extérieur  | 2000 | M | 20 | M
Daniel | Acon | Life Aquatic with Steve Zissou, The  | 2004 | M | 75 | M
Tony | Acone | Glory Stompers, The  | 1968 | M |  | M
Francesco | Aconito Deribatti | Testimone dello sposo, Il  | 1998 | M |  | M
Gabriel | Acopa S. | Primal Force  | 1999 | TV | 16 | M
Derek | Acorah | Cilla Live  | 2004 | TV |  | M
Derek | Acorah | ISPR Investigates: Ghosts of Belgrave Hall  | 1999 | V |  | M
Derek | Acorah | ISPR Investigates: Ghosts of England  | 1999 | V | 2 | M
Derek | Acorah | "Antiques Ghostshow"  | 2003 | M | 2 | M
Derek | Acorah | "Most Haunted"  | 2002 | M | 2 | M
Derek | Acorah | "Psychic Live"  | 2003 | M | 2 | M
Aron | Acord | Lick the Star  | 1998 | M | 15 | M
Art | Acord | 'Twas Ever Thus  | 1915 | M |  | M
Art | Acord | Arizona Kid, The  | 1929 | M | 1 | M
Art | Acord | Author! Author!  | 1915 | M | 1 | M
Art | Acord | Awakening, The  | 1916 | M |  | M
Art | Acord | Battle of Life, The  | 1916 | M | 2 | M
Art | Acord | Battle of the Red Men, The  | 1912 | M | 5 | M
Art | Acord | Buck Parvin in the Movies  | 1914 | M |  | M
Art | Acord | Buck's Lady Friend  | 1915 | M | 1 | M
Art | Acord | Buckshot John  | 1915 | M | 8 | M
Art | Acord | Bullets and Justice  | 1929 | M | 1 | M
Art | Acord | Call of Courage, The  | 1925 | M | 1 | M
Art | Acord | Call of the Blood, The  | 1921 | M | 1 | M
Art | Acord | Cattle Queen's Romance, A  | 1915 | M | 2 | M
Art | Acord | Cherry Pickers, The  | 1914 | M | 8 | M
Art | Acord | Circus Cyclone, The  | 1925 | M | 1 | M
Art | Acord | Claim Jumper, The  | 1913 | M | 5 | M
Art | Acord | Cleopatra  | 1917 | M | 9 | M
Art | Acord | Coals of Fire  | 1911 | M | 10 | M
Art | Acord | Come Clean  | 1922 | M |  | M
Art | Acord | Cowboy's Sweetheart, The  | 1915 | M | 2 | M
Art | Acord | Cowpuncher's Comeback, The  | 1921 | M | 1 | M
Art | Acord | Curlew Corliss  | 1916 | M | 1 | M
Art | Acord | Custer's Last Fight  | 1912 | M | 5 | M
Art | Acord | Custer's Last Stand  | 1911 | M |  | M
Art | Acord | Dead Game  | 1922 | M | 1 | M
Art | Acord | Extra Man and the Milk-Fed Lion, The  | 1916 | M | 1 | M
Art | Acord | Fair Fighting  | 1921 | M | 1 | M
Art | Acord | Fighters of the Saddle  | 1929 | M | 1 | M
Art | Acord | Fightin' Actor, The  | 1921 | M | 1 | M
Art | Acord | Fighting for Justice  | 1924 | M | 1 | M
Art | Acord | Fighting Line, The  | 1919 | M | 1 | M
Art | Acord | Film Tempo  | 1915 | M | 1 | M
Art | Acord | Flashing Spurs  | 1929 | M | 1 | M
Art | Acord | Frontier Child, The  | 1912 | M | 3 | M
Art | Acord | George Warrington's Escape  | 1911 | M | 7 | M
Art | Acord | Go Get 'em Gates  | 1922 | M | 1 | M
Art | Acord | Gypsy Trail, The  | 1922 | M | 1 | M
Art | Acord | Hard Fists  | 1927 | M | 1 | M
Art | Acord | Headin' South  | 1918 | M | 7 | M
Art | Acord | Heart and Soul  | 1917 | M |  | M
Art | Acord | His Last Battle  | 1928 | M | 1 | M
Art | Acord | In the Days of Buffalo Bill  | 1922 | M | 1 | M
Art | Acord | Indian Massacre, The  | 1912 | M | 8 | M
Art | Acord | Invaders, The  | 1912 | M |  | M
Art | Acord | Kid and the Cowboy, The  | 1919 | M | 1 | M
Art | Acord | Lazy Lightning  | 1926 | M | 1 | M
Art | Acord | Lieutenant's Last Fight, The  | 1912 | M | 9 | M
Art | Acord | Loco Luck  | 1927 | M | 1 | M
Art | Acord | Looped for Life  | 1924 | M | 1 | M
Art | Acord | Man From the West, The  | 1926 | M | 1 | M
Art | Acord | Man's Friend, A  | 1916 | M | 1 | M
Art | Acord | Man-Afraid-of-His-Wardrobe  | 1915 | M | 1 | M
Art | Acord | Margy of the Foothills  | 1916 | M | 1 | M
Art | Acord | Matching Wits  | 1922 | M | 1 | M
Art | Acord | Modern Knight, A  | 1916 | M | 1 | M
Art | Acord | Moon Riders, The  | 1920 | M | 1 | M
Art | Acord | Nearly a Lady  | 1915 | M |  | M
Art | Acord | Oklahoma Cowboy, An  | 1929 | M | 1 | M
Art | Acord | On the Warpath  | 1912 | M | 1 | M
Art | Acord | Oregon Trail, The  | 1923 | M | 1 | M
Art | Acord | Outcast, The  | 1912 | M | 5 | M
Art | Acord | Pals  | 1925 | M | 2 | M
Art | Acord | Pretty Mrs. Smith  | 1915 | M |  | M
Art | Acord | Race for a Father, A  | 1922 | M |  | M
Art | Acord | Range Pals  | 1911 | M |  | M
Art | Acord | Ranger's Reward, The  | 1922 | M | 1 | M
Art | Acord | Return, The  | 1916/II | M | 1 | M
Art | Acord | Ridin' Rascal, The  | 1926 | M | 1 | M
Art | Acord | Ridin' Through  | 1922 | M | 1 | M
